iter	Logloss
201	0.364247959
202	0.364055328
203	0.363881775
204	0.3636619318
205	0.3634366739
206	0.3632681406
207	0.3630867103
208	0.3628881975
209	0.3627088782
210	0.3625876214
211	0.3624894776
212	0.3623308846
213	0.3620661051
214	0.3618989556
215	0.3617724087
216	0.3615986183
217	0.361409197
218	0.361154368
219	0.3610644679
220	0.3608729695
221	0.3606763562
222	0.3604800858
223	0.3603796201
224	0.3602849671
225	0.3601282522
226	0.3599775851
227	0.35985122
228	0.3596721202
229	0.3595582651
230	0.3593797617
231	0.3592037567
232	0.3590712153
233	0.3589285707
234	0.358830525
235	0.3586446255
236	0.3584920922
237	0.3582942288
238	0.3581279329
239	0.3580297321
240	0.3579544885
241	0.357828935
242	0.3577065374
243	0.3575128166
244	0.3574348622
245	0.3572926406
246	0.3572232028
247	0.3571320519
248	0.3570469458
249	0.3569394034
250	0.3567793984
251	0.3566308154
252	0.3565184912
253	0.3564053101
254	0.3562742616
255	0.3561642939
256	0.3560776197
257	0.3559630968
258	0.3558278686
259	0.3556691966
260	0.3555481908
261	0.355462561
262	0.3552931015
263	0.3551773035
264	0.355001107
265	0.3548870302
266	0.3547884218
267	0.3546790203
268	0.3545533157
269	0.3544566174
270	0.3543219384
271	0.3542135206
272	0.3541230818
273	0.3540501595
274	0.3539655089
275	0.3538763514
276	0.3537809136
277	0.3537052988
278	0.3536144868
279	0.3535071229
280	0.3533566429
281	0.3532861156
282	0.3531877584
283	0.3530959863
284	0.353035273
285	0.352922594
286	0.3528132952
287	0.352696823
288	0.3526045125
289	0.3524906662
290	0.3523734439
291	0.3522973969
292	0.3521987157
293	0.3521001135
294	0.3520257448
295	0.3519402489
296	0.3518678749
297	0.3517928272
298	0.3517106075
299	0.3516057489
300	0.3515218159
301	0.3513983143
302	0.3513275391
303	0.3512307767
304	0.3511012712
305	0.3510306956
306	0.3509899935
307	0.3509233251
308	0.3508119241
309	0.3506299851
310	0.350524013
311	0.3504377423
312	0.3503060233
313	0.3502269717
314	0.3501799452
315	0.3500737281
316	0.3499863713
317	0.3498457641
318	0.3497633354
319	0.3497251082
320	0.3496054991
321	0.3495081607
322	0.3493547119
323	0.349244578
324	0.3491136109
325	0.34900441
326	0.3489537033
327	0.348874332
328	0.3487950125
329	0.3487007871
330	0.3485678009
331	0.3484402751
332	0.3483189646
333	0.3481853469
334	0.348049067
335	0.3479487611
336	0.3478485459
337	0.3477625855
338	0.3476586691
339	0.3475679316
340	0.3475078564
341	0.3474194597
342	0.3473557038
343	0.3472668538
344	0.3471713333
345	0.3470653075
346	0.3469639569
347	0.3468758279
348	0.3467687298
349	0.3466763231
350	0.3466184542
351	0.3465296634
352	0.3464761593
353	0.3463985579
354	0.3463250173
355	0.3462685999
356	0.3461699652
357	0.3460106834
358	0.3459797497
359	0.3459017623
360	0.3458343888
361	0.3457798253
362	0.3456603017
363	0.3455459908
364	0.3455047911
365	0.345437086
366	0.3453468707
367	0.3452502456
368	0.3452235555
369	0.3451577822
370	0.3450454434
371	0.344965209
372	0.3449260476
373	0.344835434
374	0.3447857725
375	0.3447331519
376	0.3445905155
377	0.3445157036
378	0.3444714769
379	0.3443957569
380	0.3443134828
381	0.3441599286
382	0.344105469
383	0.3440490951
384	0.343933283
385	0.3439063242
386	0.3438571884
387	0.3437951512
388	0.3437243186
389	0.3436398678
390	0.3435771981
391	0.3435142558
392	0.3434192705
393	0.3433429721
394	0.3432779994
395	0.3432094186
396	0.3431371185
397	0.3430415096
398	0.3429326471
399	0.3428740668
400	0.3428255727
401	0.3427316917
402	0.3426669057
403	0.3425822006
404	0.3425173977
405	0.3424399856
406	0.342335737
407	0.3422607248
408	0.3421601776
409	0.3420909013
410	0.3419910356
411	0.3419040798
412	0.3418237012
413	0.3417550399
414	0.3416532165
415	0.3415794661
416	0.3415213793
417	0.341473642
418	0.3413701026
419	0.3413061492
420	0.3412519603
421	0.3411423
422	0.3410715286
423	0.3410066938
424	0.3409240536
425	0.3408539279
426	0.3407987184
427	0.34072287
428	0.3406604059
429	0.3406140884
430	0.3405455604
431	0.3405003119
432	0.3404158786
433	0.3403165124
434	0.3402604719
435	0.3401966399
436	0.3401497053
437	0.34007775
438	0.3400097813
439	0.3399558075
440	0.3399141642
441	0.3398641903
442	0.3398003551
443	0.3397131096
444	0.3396666723
445	0.3395969439
446	0.3395576718
447	0.3395042957
448	0.3394405785
449	0.3393578204
450	0.3392823258
451	0.3391000544
452	0.3390420727
453	0.3389612144
454	0.338916061
455	0.338845565
456	0.338815168
457	0.3387194245
458	0.3386900682
459	0.3386500799
460	0.33861357
461	0.3385580513
462	0.3384915897
463	0.3384571382
464	0.3383938001
465	0.3383437803
466	0.3382683386
467	0.3382068699
468	0.3381671408
469	0.3380834999
470	0.3380205397
471	0.3379644495
472	0.3379410111
473	0.337796129
474	0.33771624
475	0.3376637357
476	0.3376141497
477	0.337523032
478	0.3374444956
479	0.3374000317
480	0.3373106195
481	0.3372573603
482	0.3371911198
483	0.3371325945
484	0.3370776987
485	0.3369874011
486	0.3369272487
487	0.3368747264
488	0.3368335181
489	0.3367717058
490	0.3367047774
491	0.3366511401
492	0.3365891562
493	0.3365470818
494	0.3365223232
495	0.3364857444
496	0.3364221112
497	0.3363496219
498	0.3362782498
499	0.3362098855
500	0.3361749671
501	0.336120581
502	0.3360614647
503	0.3360391192
504	0.3359689114
505	0.3359389076
506	0.3358825543
507	0.3358318557
508	0.3357244968
509	0.3356783133
510	0.3356408023
511	0.3355512793
512	0.3354878064
513	0.3354291886
514	0.3353562448
515	0.3353025889
516	0.3352073816
517	0.3351412348
518	0.3351124351
519	0.3350671805
520	0.3350307215
521	0.3350033827
522	0.3349487366
523	0.3348420446
524	0.334794612
525	0.3347601798
526	0.3347093482
527	0.3346636111
528	0.3346042733
529	0.3345672397
530	0.334540747
531	0.3344713809
532	0.3344167907
533	0.3343493593
534	0.3342939133
535	0.3342628847
536	0.3342333135
537	0.334158624
538	0.3341070154
539	0.3340618018
540	0.3340032784
541	0.3339223888
542	0.3338480985
543	0.3337892301
544	0.3337589921
545	0.3337112721
546	0.3336811633
547	0.3335849071
548	0.3335209162
549	0.3334874973
550	0.3334437245
551	0.3333856853
552	0.3332544038
553	0.3331786503
554	0.3331437976
555	0.3331207975
556	0.3330710576
557	0.3329634137
558	0.3328466119
559	0.3327948545
560	0.3327366326
561	0.3326568547
562	0.3325914884
563	0.3325675111
564	0.3325322136
565	0.3325029408
566	0.3324421992
567	0.3323603388
568	0.33228557
569	0.3322468151
570	0.3321952877
571	0.3321266477
572	0.3321001184
573	0.3320602534
574	0.3319657229
575	0.3318787458
576	0.3318041895
577	0.3317326031
578	0.3316828362
579	0.3316367087
580	0.3315465103
581	0.3315053797
582	0.331478611
583	0.3314420556
584	0.3313866133
585	0.3313535262
586	0.3313026323
587	0.3312412777
588	0.3311736239
589	0.3310833039
590	0.3310305541
591	0.3309724263
592	0.3308939433
593	0.3308446586
594	0.3307867532
595	0.3307579273
596	0.3307107729
597	0.3306339523
598	0.3305596389
599	0.3305201608
600	0.3304833063
601	0.3303737037
602	0.3303558536
603	0.3302823423
604	0.3301993413
605	0.3301393598
606	0.3300903032
607	0.3300209236
608	0.3299633626
609	0.3299360015
610	0.3298736391
611	0.3298457648
612	0.3297849143
613	0.3297040065
614	0.3296608197
615	0.3295920114
616	0.3295227493
617	0.3294445715
618	0.3293826037
619	0.3293648499
620	0.3293305915
621	0.3292451868
622	0.3291655705
623	0.3291102925
624	0.3290594545
625	0.328952451
626	0.3289157224
627	0.3288427691
628	0.3288002609
629	0.3287330198
630	0.3286971892
631	0.3286320708
632	0.328572765
633	0.328479794
634	0.3284227081
635	0.3283938009
636	0.3283392842
637	0.3282802873
638	0.3282421771
639	0.3282045744
640	0.3281706689
641	0.3281386257
642	0.3280625683
643	0.3280160895
644	0.3279331047
645	0.3278608746
646	0.3278238815
647	0.3277712552
648	0.3277269169
649	0.3276317839
650	0.3275861789
651	0.3274991983
652	0.3274680859
653	0.3274338303
654	0.3273600108
655	0.3273273698
656	0.3272707882
657	0.3272303726
658	0.327190641
659	0.3271458465
660	0.327068557
661	0.3270266234
662	0.326985556
663	0.3269440969
664	0.3268921579
665	0.326823094
666	0.326723435
667	0.3266850258
668	0.3266485909
669	0.3266034852
670	0.3265778307
671	0.3265113977
672	0.3264266102
673	0.3263899353
674	0.3263286623
675	0.3262876759
676	0.3262209412
677	0.3261853964
678	0.3261545841
679	0.3260847784
680	0.3259852244
681	0.3259596231
682	0.3259326004
683	0.325821297
684	0.3257730342
685	0.3257215206
686	0.3256822096
687	0.3256177665
688	0.325554234
689	0.3255079241
690	0.325447929
691	0.3253854771
692	0.325362191
693	0.3252839245
694	0.3252429641
695	0.325160828
696	0.3251307231
697	0.3250855301
698	0.3250328637
699	0.3249892865
700	0.3249237976
701	0.3248838887
702	0.324827234
703	0.3248068608
704	0.3247829882
705	0.3247433662
706	0.3246646824
707	0.3246118393
708	0.3245831124
709	0.3245370248
710	0.3245069867
711	0.324435173
712	0.324402117
713	0.3243775785
714	0.3243430686
715	0.3242489935
716	0.3241482006
717	0.3241103077
718	0.3240663071
719	0.3239726792
720	0.323920236
721	0.3238614214
722	0.3238305497
723	0.3237585276
724	0.3236960739
725	0.3236648975
726	0.3235820292
727	0.3235090206
728	0.3234677679
729	0.3234290599
730	0.3234008636
731	0.3233461242
732	0.3232761958
733	0.3232374102
734	0.3231654494
735	0.323133849
736	0.3231013534
737	0.3230580577
738	0.3229970131
739	0.3229465818
740	0.3228834233
741	0.3228391513
742	0.3227638454
743	0.3226658081
744	0.3226090542
745	0.322547466
746	0.3224977345
747	0.3224675995
748	0.3224443765
749	0.3223907645
750	0.3223191614
751	0.3222164529
752	0.3221481657
753	0.3221072459
754	0.3220339262
755	0.3219185342
756	0.3218117265
757	0.3217836825
758	0.3217358172
759	0.3216867697
760	0.321624455
761	0.321595023
762	0.3215410358
763	0.3214700173
764	0.3214024847
765	0.3213411125
766	0.3213041418
767	0.3212681489
768	0.321226971
769	0.3211668491
770	0.3211341522
771	0.3210587159
772	0.3210113295
773	0.320957685
774	0.320911089
775	0.3208578426
776	0.320812044
777	0.3207831603
778	0.3207224254
779	0.3206650545
780	0.3206247911
781	0.3205611153
782	0.3205146172
783	0.3204534193
784	0.3204022403
785	0.3203624998
786	0.3203127469
787	0.3202560616
788	0.3201517909
789	0.3200555719
790	0.3200124994
791	0.3199817733
792	0.3199057249
793	0.3198507794
794	0.3197695388
795	0.3196857072
796	0.3196342702
797	0.3196174616
798	0.3195785705
799	0.3195023488
800	0.3194275834
801	0.3193722998
802	0.3193351878
803	0.3192618946
804	0.3192038704
805	0.319165414
806	0.3190577229
807	0.319016703
808	0.3189419053
809	0.3189008752
810	0.3188501812
811	0.318774963
812	0.3186951481
813	0.3186280611
814	0.3185987302
815	0.3185489327
816	0.3184811467
817	0.3184230882
818	0.3183719919
819	0.318305966
820	0.3182112157
821	0.318186669
822	0.318103111
823	0.3180746207
824	0.3180367992
825	0.3179296364
826	0.317907385
827	0.3178641254
828	0.3177782628
829	0.3177282643
830	0.3176957658
831	0.3176640017
832	0.3176046893
833	0.3175708098
834	0.3175022398
835	0.3174762232
836	0.3173637211
837	0.3173087824
838	0.3172330132
839	0.3171667297
840	0.3170574649
841	0.3169681556
842	0.3168984223
843	0.3168328644
844	0.3167899679
845	0.3167303729
846	0.3166655953
847	0.3165767429
848	0.3165342901
849	0.3164642198
850	0.316408226
851	0.3163735281
852	0.3162786572
853	0.3162150382
854	0.3161277107
855	0.316089294
856	0.3160696501
857	0.315978715
858	0.3159363363
859	0.3159247766
860	0.3158791019
861	0.3158003373
862	0.3157704755
863	0.3156861709
864	0.315641662
865	0.3155946596
866	0.3154987525
867	0.315433848
868	0.31534599
869	0.3152785916
870	0.3152139523
871	0.3151796828
872	0.3151231299
873	0.3150645026
874	0.3150318005
875	0.3149481636
876	0.3148514324
877	0.3147957431
878	0.3147497134
879	0.3146978913
880	0.3146465793
881	0.3146128686
882	0.3145361221
883	0.3144504471
884	0.3143621674
885	0.3142978505
886	0.3142353073
887	0.3141956068
888	0.3141340144
889	0.3140388217
890	0.3139596105
891	0.3139329259
892	0.3139019809
893	0.3138570221
894	0.3137881328
895	0.3137503086
896	0.3136895885
897	0.3136404081
898	0.3135944609
899	0.3135162853
900	0.3134209433
901	0.3133547335
902	0.3133301681
903	0.3132379881
904	0.3131587561
905	0.3130670536
906	0.312970744
907	0.3128645839
908	0.3127771569
909	0.3127555627
910	0.3126944449
911	0.3125948753
912	0.3125708092
913	0.3124903852
914	0.3124709134
915	0.3124158217
916	0.3123937559
917	0.3122946439
918	0.3122385552
919	0.312165709
920	0.3121111439
921	0.3120243464
922	0.3119415493
923	0.3118907377
924	0.3118474809
925	0.3118066178
926	0.3117369744
927	0.3116724933
928	0.311608561
929	0.3115633261
930	0.311514455
931	0.3114337024
932	0.3113689721
933	0.3112994821
934	0.3112181049
935	0.3111573088
936	0.3111166777
937	0.3110767563
938	0.3110118645
939	0.3109301097
940	0.3109091336
941	0.310820233
942	0.3107847382
943	0.3107507104
944	0.3107215886
945	0.3106505013
946	0.3105570876
947	0.310518533
948	0.3104299352
949	0.3103632786
950	0.3103212148
951	0.3102996988
952	0.310260413
953	0.3102287295
954	0.3101510404
955	0.3100482252
956	0.3099511167
957	0.3098649792
958	0.3098077099
959	0.3097550461
960	0.3096808146
961	0.3096047733
962	0.3095019174
963	0.3094379453
964	0.3093591615
965	0.3093037139
966	0.309251039
967	0.3091992398
968	0.3091384224
969	0.3090910771
970	0.3090325183
971	0.3089477532
972	0.3088475869
973	0.3087705159
974	0.3087023504
975	0.3086616343
976	0.3085725794
977	0.3085522832
978	0.3085094613
979	0.3084200227
980	0.3083330495
981	0.3082838575
982	0.3081814649
983	0.3081571892
984	0.3080884443
985	0.3080618417
986	0.307991732
987	0.3078961171
988	0.3078632493
989	0.3078235576
990	0.3077777963
991	0.3077093976
992	0.3076627426
993	0.3075608743
994	0.307487638
995	0.3074684223
996	0.3073977686
997	0.3073198749
998	0.3072978196
999	0.3072206217
